region,city,count,proportion
0,0,278647.0,1.0
1,1,540318.0,1.0
2,2,198692.0,1.0
3,3,21012.0,0.03574752164467181
3,4,129074.0,0.2195924047574895
3,5,62606.0,0.10651100990321356
3,6,29128.0,0.04955519752836477
3,7,46751.0,0.07953704475585627
3,8,54520.0,0.09275437274259982
3,9,80164.0,0.13638227323070012
3,10,24808.0,0.042205621404959946
3,11,18723.0,0.03185326707372884
3,12,43739.0,0.07441275695870457
3,13,50380.0,0.08571102895767019
3,14,26884.0,0.04573750104204059
15,15,21540.0,0.0637076428467911
15,16,82754.0,0.2447568373325604
15,17,28290.0,0.08367173705365462
15,18,19091.0,0.056464373704182405
15,19,18048.0,0.053379551443773716
15,20,18365.0,0.054317124460599754
15,21,8092.0,0.023933251899546593
15,22,26737.0,0.0790785165642829
15,23,36335.0,0.10746597970464972
15,24,17730.0,0.05243902078336148
15,25,29253.0,0.08651994782716714
15,26,31872.0,0.09426601637943018
27,27,10201.0,0.06036416140504524
27,28,30857.0,0.18259552283849437
27,29,22899.0,0.13550425762318705
27,30,5778.0,0.034191169943961514
27,31,20879.0,0.12355095833505926
27,32,16033.0,0.09487487499334284
27,33,13612.0,0.08054866827227486
27,34,16638.0,0.09845494730488606
27,35,9174.0,0.054286914687764434
27,36,7299.0,0.04319164925942802
27,37,6866.0,0.040629382629844196
27,38,5633.0,0.03333313608417016
27,39,3122.0,0.01847435662254203
40,40,9975.0,0.023068117433484036
40,41,95570.0,0.22101453464842802
40,42,79992.0,0.18498895736734386
40,43,33174.0,0.07671796769307263
40,44,21397.0,0.04948255726558977
40,45,17034.0,0.039392713018743565
40,46,20492.0,0.0473896603956847
40,47,28173.0,0.06515268896777401
40,48,21828.0,0.050479284946174395
40,49,17257.0,0.039908421308233986
40,50,16631.0,0.038460737948498545
40,51,17215.0,0.03981129239272458
40,52,17567.0,0.040625325208422464
40,53,17288.0,0.039980111698252836
40,54,18822.0,0.04352762970757259
55,56,97273.0,0.38113691040600584
55,57,49704.0,0.19475115391547618
55,58,26093.0,0.10223808665532995
55,59,6853.0,0.026851554357451277
55,60,16144.0,0.06325572647697263
55,61,10906.0,0.042732095698579255
55,62,15049.0,0.058965276743803335
55,63,11717.0,0.04590977125437861
55,64,21479.0,0.08415942449200292
65,65,7409.0,0.02692057540050215
65,66,90808.0,0.3299505481129436
65,67,27180.0,0.09875843425369799
65,68,11747.0,0.04268268311913872
65,69,8242.0,0.029947277966114013
65,70,11286.0,0.041007641243091815
65,71,29381.0,0.10675576000029068
65,72,9070.0,0.03295581304933925
65,73,17614.0,0.06400040695160546
65,74,6280.0,0.022818357877602037
65,75,23864.0,0.08670975993488775
65,76,9844.0,0.035768139322788925
65,77,18851.0,0.06849504209405669
65,78,3641.0,0.013229560673940927
79,79,334605.0,1.0
80,80,26820.0,0.027711650052075584
80,81,170465.0,0.17613223065350725
80,82,115513.0,0.1193533121724611
80,83,61809.0,0.06386388434260774
80,84,73342.0,0.07578030716328589
80,85,247759.0,0.2559959248789036
80,86,47371.0,0.04894588272247847
80,87,31708.0,0.03276215510258063
80,88,26304.0,0.027178495263601648
80,89,38603.0,0.039886384301277916
80,90,41248.0,0.04261931921506389
80,91,30614.0,0.03163178429135876
80,92,33581.0,0.0346974243250839
80,93,22687.0,0.0234412455157136
94,94,8969.0,0.01249268741120428
94,95,171776.0,0.23926233389976878
94,96,109830.0,0.15297935760648523
94,97,105244.0,0.14659163718416582
94,98,52562.0,0.07321224614870324
94,99,29528.0,0.04112878513524807
94,100,48139.0,0.06705156419756525
94,101,75345.0,0.10494609577402012
94,102,21616.0,0.030108365601582306
94,103,11718.0,0.016321698192049476
94,104,64401.0,0.08970248210156838
94,105,18812.0,0.026202746747639078
106,106,42261.0,0.11736525948328293
106,107,81355.0,0.22593527567408445
106,108,23813.0,0.06613234244517206
106,109,16447.0,0.04567583404845021
106,110,18059.0,0.050152604552864494
106,111,13993.0,0.03886070078676742
106,112,10928.0,0.030348727091959866
106,113,8115.0,0.022536595932581834
106,114,21244.0,0.058997836597876586
106,115,9116.0,0.02531652600387135
106,116,17629.0,0.0489584287979649
106,117,20581.0,0.05715658421299652
106,118,15052.0,0.04180170572732246
106,119,13099.0,0.03637792607774362
106,120,16458.0,0.04570638273055229
106,121,11216.0,0.031148547132450754
106,122,6743.0,0.018726342128576625
106,123,13972.0,0.038802380575481625
124,124,10330.0,0.026739421362027952
124,125,89219.0,0.23094525019349194
124,126,73687.0,0.1907403428754844
124,127,25835.0,0.06687443861452005
124,128,15508.0,0.04014278281532715
124,129,101264.0,0.2621239849762244
124,130,24410.0,0.0631857962678705
124,131,13799.0,0.03571900052029271
124,132,16240.0,0.04203758014707976
124,133,16029.0,0.04149140222768113
134,134,12636.0,0.05000890471950133
134,135,71099.0,0.2813851785890967
134,136,10588.0,0.041903631146729986
134,137,9992.0,0.03954486989215395
134,138,23578.0,0.09331354506777481
134,139,10944.0,0.04331255565449688
134,140,5411.0,0.02141486098743445
134,141,36892.0,0.14600573859701196
134,142,16064.0,0.06357573958642525
134,143,20629.0,0.08164242604135748
134,144,14804.0,0.05858909666567726
134,145,20038.0,0.07930345305233996
146,146,33567.0,0.038962938372232046
146,147,109495.0,0.12709646191400922
146,148,129101.0,0.14985415160108229
146,149,48243.0,0.055998124225923984
146,150,32095.0,0.03725431248121034
146,151,27145.0,0.03150859362213599
146,152,74508.0,0.08648525671755787
146,153,68215.0,0.07918064888318316
146,154,51560.0,0.05984833623714613
146,155,35689.0,0.04142605259828371
146,156,36473.0,0.04233608160545832
146,157,23144.0,0.026864427732205393
146,158,10911.0,0.012664957266941456
146,159,61308.0,0.07116333976002628
146,160,28345.0,0.032901495163729776
146,161,30887.0,0.035852124929339264
146,162,27697.0,0.03214932833126913
146,163,33128.0,0.03845336855826565
164,164,16206.0,0.02772332105063278
164,165,155953.0,0.2667860723071291
164,166,19403.0,0.033192373093016654
164,167,50553.0,0.086480133843801
164,168,29263.0,0.050059702820231214
164,169,27258.0,0.046629784351360504
164,170,10284.0,0.01759265911913535
164,171,39051.0,0.06680386340542149
164,172,34972.0,0.059825989373240136
164,173,14343.0,0.02453631950075441
164,174,25913.0,0.04432891635104574
164,175,14336.0,0.024524344723057607
164,176,17761.0,0.030383432381851712
164,177,36395.0,0.06226029061074788
164,178,26274.0,0.04494647274369528
164,179,25150.0,0.043023665582093945
164,180,24121.0,0.04126337326066354
164,181,17027.0,0.029127791406215253
164,396,299.0,0.0005114940759064051
183,183,10889.0,0.024405769166115674
183,184,172669.0,0.387007048961707
183,185,17671.0,0.039606423632512634
183,186,19643.0,0.044026313135275066
183,187,29541.0,0.06621093093362321
183,188,32779.0,0.07346833570540047
183,189,12230.0,0.02741138368092522
183,190,24764.0,0.055504129638138354
183,191,20848.0,0.04672710768437686
183,192,23269.0,0.052153351338630326
183,193,21418.0,0.048004661952416705
183,194,14735.0,0.033025898490468775
183,195,9255.0,0.020743446931068103
183,196,11993.0,0.02688019006421391
183,397,24461.0,0.0548250086851277
201,201,12320.0,0.03580448195390173
201,202,105082.0,0.30539014388635566
201,203,25690.0,0.07466048225614735
201,204,19311.0,0.05612178173797048
201,205,26984.0,0.07842111534448735
201,206,19740.0,0.05736854494886527
201,207,20407.0,0.05930698565205135
201,208,19819.0,0.05759813537697876
201,209,6261.0,0.018195767979982038
201,210,13247.0,0.03849853672429677
201,211,19015.0,0.05526154418453258
201,212,14984.0,0.043546619934842816
201,213,16532.0,0.04804542984268696
201,214,14673.0,0.04264278926214286
201,215,10026.0,0.029137640914758015
216,216,76137.0,0.03498132785421024
216,217,497451.0,0.22855505893855468
216,218,24723.0,0.011359041839573923
216,219,584191.0,0.26840796065617156
216,220,76365.0,0.035086083002833904
216,221,57663.0,0.02649340410125596
216,222,148425.0,0.06819422339678677
216,223,61633.0,0.0283174301540452
216,224,43841.0,0.020142852942149427
216,225,30545.0,0.014033973748727316
216,226,32699.0,0.015023634231777199
216,227,78817.0,0.03621266030294454
216,228,27823.0,0.012783344298930762
216,229,14180.0,0.006515035120541933
216,230,17821.0,0.008187901331676854
216,231,24072.0,0.011059938323108986
216,232,27766.0,0.012757155511774846
216,233,208042.0,0.09558539749984378
216,234,78893.0,0.03624757868581909
216,235,19637.0,0.009022266901416215
216,236,33429.0,0.015359034488335423
216,237,12351.0,0.005674696669521397
238,238,12407.0,0.03993485279112659
238,239,102568.0,0.3301392746901162
238,240,35048.0,0.11281024587921373
238,241,33314.0,0.10722895832059251
238,242,18700.0,0.06019035602434652
238,243,11527.0,0.0371023654488044
238,244,6645.0,0.021388498170148804
238,245,12639.0,0.04068159945410244
238,246,15153.0,0.04877350079341833
238,247,21774.0,0.07008474930877652
238,248,14512.0,0.04671029126338592
238,249,5194.0,0.016718112790933465
238,250,12818.0,0.0412577531294157
238,251,6432.0,0.02070290748388218
238,252,1950.0,0.006276534451736669
253,253,1552.0,0.024668203131208773
253,254,57837.0,0.9192879281570373
253,255,2483.0,0.039465946117777956
253,398,1043.0,0.016577922593976
275,275,277579.0,1.0
276,276,24398.0,0.03723180222798718
276,277,257339.0,0.3927041049900809
276,278,17525.0,0.026743476270410498
276,279,14342.0,0.021886159011139935
276,280,21525.0,0.03284755074011903
276,281,29106.0,0.044416297878834124
276,282,43544.0,0.06644895467724707
276,283,14783.0,0.0225591332214253
276,284,15708.0,0.0239707004425454
276,285,17092.0,0.02608271020906455
276,286,32590.0,0.04973294674195025
276,287,31293.0,0.04775370059514726
276,288,16618.0,0.02535937738440409
276,289,22785.0,0.034770334198077214
276,290,14007.0,0.021374942774301846
276,291,23710.0,0.03618190141919731
276,292,10336.0,0.015772928429726843
276,293,10134.0,0.015464672669006562
276,294,15071.0,0.022998626583244315
276,295,4336.0,0.006616816725164047
276,296,3716.0,0.005670685182359225
276,297,15342.0,0.02341217762856707
298,299,50694.0,0.38135860979462877
298,300,7085.0,0.05329872865417889
298,301,18271.0,0.13744828105017678
298,302,6147.0,0.04624238320920785
298,303,10194.0,0.07668697810877906
298,304,8086.0,0.06082900774843903
298,305,9126.0,0.06865267433987814
298,306,11856.0,0.08918979914240578
298,307,11471.0,0.08629353795230572
308,308,7062.0,0.03928068838544245
308,309,78386.0,0.4360034041038363
308,310,12822.0,0.07131931272700978
308,311,9816.0,0.05459915564875433
308,312,4103.0,0.022821957582196316
308,313,7354.0,0.04090486864720246
308,314,3786.0,0.02105872079117603
308,315,5367.0,0.02985265570159581
308,316,4064.0,0.022605029396550284
308,317,6345.0,0.03529254712625777
308,318,13968.0,0.07769366402830079
308,319,6910.0,0.03843522468753998
308,320,6032.0,0.033551559379919126
308,321,8289.0,0.04610558284153674
308,322,3776.0,0.021003098179471918
308,323,1012.0,0.005629008304455927
308,324,691.0,0.0038435224687539977
325,325,298.0,0.06385258195843153
325,326,2938.0,0.6295264623955432
325,327,305.0,0.06535247482322691
325,328,195.0,0.04178272980501393
325,329,184.0,0.03942575530319263
325,330,123.0,0.026355260338547248
325,331,241.0,0.05163916863081208
325,332,383.0,0.08206556674523248
333,333,13914.0,0.03869546717392937
333,334,193903.0,0.5392530667979321
333,335,5025.0,0.013974753668894285
333,336,21251.0,0.05909999805326815
333,337,25431.0,0.07072476826938319
333,338,25597.0,0.07118642182342029
333,339,9741.0,0.027090164276358054
333,340,18476.0,0.051382596773431
333,341,20429.0,0.056813978647132606
333,342,17097.0,0.047547535020315536
333,343,8713.0,0.0242312494959355
344,344,4909.0,0.03878976563364256
344,345,51473.0,0.40672756293756024
344,346,4084.0,0.03227080929879735
344,347,3819.0,0.030176841506392528
344,348,8324.0,0.06577429397727452
344,349,6920.0,0.05468021556015614
344,350,5481.0,0.04330957535913523
344,351,4501.0,0.035565845409864565
344,352,8256.0,0.0652369739399782
344,353,8285.0,0.06546612513235457
344,354,7135.0,0.05637909508984307
344,355,4285.0,0.033859064114923274
344,356,4826.0,0.038133919117530855
344,357,3045.0,0.024060875199519573
344,358,1211.0,0.009569037723027324
359,359,726.0,0.022814405128527435
359,360,21854.0,0.6867575890893093
359,361,2157.0,0.06778329457607944
359,362,669.0,0.02102319150273396
359,363,306.0,0.009615988938470241
359,364,1027.0,0.03227327006473509
359,365,303.0,0.00952171453711269
359,366,275.0,0.00864182012444221
359,367,4505.0,0.14156872603858967
368,368,4411.0,0.09153351317700768
368,369,25105.0,0.5209587051255448
368,370,6754.0,0.1401535588296327
368,371,4958.0,0.1028844158539116
368,372,3107.0,0.06447395725254203
368,373,3855.0,0.07999584976136127
374,374,300.0,0.0017932716447887527
374,375,59169.0,0.3536869665016857
374,376,7965.0,0.04761136216914138
374,377,2556.0,0.015278674413600172
374,378,6053.0,0.03618224421968773
374,379,11853.0,0.07085216268560361
374,380,4202.0,0.02511775817134113
374,381,13585.0,0.08120531764818402
374,382,10081.0,0.06025990483705138
374,383,1607.0,0.009605958443918419
374,384,7589.0,0.04536379504100615
374,385,2116.0,0.012648542667910002
374,386,15413.0,0.09213231953709682
374,387,5978.0,0.035733926308490545
374,388,2774.0,0.016581785142146664
374,399,16051.0,0.09594601056834756
393,393,64354.0,1.0
394,394,32722.0,1.0
395,395,3993.0,1.0
